Creation Date (Calendar),MMS Id,Title,Author,Author (contributor),ISBN,ISBN13,Reporting Code - 1st,Acquisition Method,Acquisition Method Description,Format,PO Line Type Name,Source Type,Fund Type,Parent Fund Name,Fund Code,Fund Name,Campus Name,Library Name,Location Code,Location Name,Permanent Call Number,Receiving Status,Receiving Date (Latest in POL),Status,Status (Active)
12/19/2023,9952397952501401,The development of emotional competence in young children /,"Denham, Susanne A., author.",,1462551785; 9781462551781; 9781462551767; 1462551769; 1462551742; 9781462551743; 1462551750; 9781462551750,9781462551781,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399752701401,The corporate startup : how established companies can develop successful innovation ecosystems /,"Viki, Tendayi, author.","Gons, Esther, author.; Toma, Dan, author.",9789462761957; 9462761957; 9789462763074; 9462763070,9789462761957,Entrepreneurship,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-et,nu-et-Entrepreneurship,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399752801401,Competing against luck : the story of innovation and customer choice /,"Christensen, Clayton M.","Hall, Taddy.; Dillon, Karen.; Duncan, David S.",0062435639; 9780062435637,9780062435637,Entrepreneurship,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-et,nu-et-Entrepreneurship,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848301401,Mathematical analysis of machine learning algorithms /,"Zhang, Tong, 1971- author.",,1009093053; 9781009093057; 9781009098380; 1009098381,9781009093057,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848401401,The impossible quintic made as simple as possible /,"Kault, David, author.","Kault, Sam, author.; Sneddon, Graeme, author.",9798886979725; 9798886979084,9798886979725,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848501401,Understanding Integro-Differential Equations /,,"Vasundhara Devi, J., editor.",9798891131361; 9798891130401,9798891131361,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848701401,Geometry of derivation with applications /,"Johnson, Norman L., 1939- author.",,9781000883886; 1000883884; 9781032349169; 1032349166,9781000883886,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848801401,Introduction to number theory /,"Hunacek, Mark, author.",,9781000833836; 1000833836; 9781032332055; 1032332050,9781000833836,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399848901401,Mathematics and statistics for the quantitative sciences /,"Betti, Matthew (Applied mathematician), author.",,1003265405; 9781003265405; 1000806014; 9781000806014; 9781032208268; 1032208260; 9781032208145; 1032208147,9781003265405,Mathematics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mt,nu-mt-Mathematics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849101401,Environmental biodynamics : a new science of how the environment interacts with human health /,"Arora, Manish author. (Manish Kumar),","Giuliani, Alessandro, 1959- contributor.; Austin, Christine contributor. (Christine Enid),; Curtin, Austen, contributor.; Curtin, Paul author. (Paul C. P.),",9780197582954; 0197582958; 9780197582947; 019758294X,9780197582954,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849201401,"Ecological footprints : management, reduction and environmental impacts /",,"Hartogh, Armano den, editor.",1685076092; 9781685076092; 9781685076061; 1685076068; 9781685075484; 1685075487,9781685076092,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849301401,"God and Gaia : science, religion and ethics on a living planet /","Northcott, Michael S., author.",,9781000816938; 1000816931; 9780367627751; 0367627752,9781000816938,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849401401,Innovative technologies and renewed policies for achieving a greener defence /,"Iacovino, Gabriele; Wigell, Mikael","Wigell, Mikael, editor.; Iacovino, Gabriele, editor.",9789402421866; 9402421866; 9789402421859; 9402421858,9789402421866,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849501401,Nanotechnology in agriculture and environmental science /,,"Singh, Pushplata Prasad, 1978- editor.; Kaur, Pawan, editor.; Kochar, Mandira, 1979- editor.; Deshmukh, S. K. editor. (Sunil K.),",1000796523; 9781000796520; 1003323944; 9781003323945; 1000793001; 9781000793000; 9781032348117; 1032348119,9781000796520,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849601401,Climate-smart production of coffee : improving social and environmental sustainability /,,"Muschler, Reinhold, editor.",1786764857; 9781786764850; 1786764865; 9781786764867; 1786764849; 9781786764843; 9781003180692; 1003180698; 9781786764836; 1786764830,9781786764850,Environmental Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849801401,Advancing public and industry participation in coastal and marine sciences /,,"Porter, Brooke A., editor.; Lück, Michael, 1966- editor.",152758786X; 9781527587861; 9781527587854; 1527587851,9781527587861,Marine Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mr,nu-mr-Marine and Environmental Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399849901401,Solid-state chemistry /,"Hoffmann, Frank, author.",,3110657295; 9783110657296; 9783110657500; 3110657503; 3110657244; 9783110657241,9783110657296,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850001401,Sustainable chemistry research.,"Virtual Conference on Chemistry and its Applications Online), (2022 : creator.","Ramasami, Ponnadurai, editor.",3111071642; 9783111071640; 9783111070902; 3111070905,9783111071640,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850101401,"Pyrochlore oxides : structure, properties, and potential in photocatalytic applications /",,"Suleimanov, Evgeny V. editor.; Belousov, Artem S. editor.; Fukina, Diana G. editor.",3031467647; 9783031467646; 9783031467639; 3031467639,9783031467646,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850201401,Fundamentals of Inorganic and Organic Chemistry /,"Manolov, Ilia, author.",,9781527540644; 1527540642; 9781527540613; 1527540618,9781527540644,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850301401,Tungsten Carbides : advances in research and applications /,,"McMartin, William D., editor.",9798891132610,9798891132610,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850401401,Climate change and carbon recycling : surface chemistry applications /,"Birdi, K. S., 1934- author.",,1003300251; 9781003300250; 1003814794; 9781003814795; 1003814778; 9781003814771; 9781032291550; 1032291559; 9781032291543; 1032291540,9781003300250,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850501401,Applied Biomathematics for Nucleic Acid Chemistry and Protein Folding : Quantitative Simulations /,"Taneri, Sencer, author.",,9789815179972; 9815179977; 9789815179965; 9815179969,9789815179972,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850601401,"Principles of general, organic and biological chemistry /","Smith, Janice, author.",,9781264452385; 1264452381; 9781266517129; 126651712X,9781264452385,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850701401,"Covalent organic frameworks : chemistry, properties, and energy applications for a sustainable future /",,"Gupta, Ram K., editor.; Nguyễn, Tuấn Anh, editor.",1003206506; 9781003206507; 1000632911; 9781000632910; 9781032073514; 1032073519; 1000632954; 9781000632958; 9781032069883; 1032069880,9781003206507,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850801401,Nanotechnologies in green chemistry and environmental sustainability /,,"Karim, Samsul Ariffin Abdul, editor.",1003320740; 9781003320746; 1000802744; 9781000802740; 1000802760; 9781000802764; 9781032341507; 1032341505; 9781032341323; 1032341327,9781003320746,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399850901401,"Targeted metallo-drugs : design, development, and mode of action /",,"Marmion, Celine J., editor.; Farkas, Etelka, editor.",100084580X; 9781000845808; 1003272258; 9781003272250; 9781032223537; 1032223537; 9781032223308; 1032223308,9781000845808,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851001401,Green chemistry in agriculture and food production /,,"Asim, Nilofar, editor.; Tsatsaragkou, Kleopatra, editor.; Kumar, Vinay, 1984- editor.",9781000851205; 1000851206; 9780367254315; 036725431X,9781000851205,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851101401,The chemistry of calcium carbonate /,,"Hood, George R., editor.",9798886974485; 9798886974423,9798886974485,Chemistry,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ch,nu-ch Chemistry,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851201401,"An Introduction to Legal, Regulatory and Intellectual Property Rights Issues in Biotechnology /","Stasi, Alessandro.","Chiang, Tan Weng.",9789815080629; 9815080628; 9789815080636; 9815080636,9789815080629,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851301401,Extremophiles : A Paradox of Nature with Biotechnological Implications /,,"Dey, Satarupa, editor.; Shah, Maulin P., editor.",9783110788488; 3110788489,9783110788488,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851401401,Transgenic insects : techniques and applications /,,"Scott, Maxwell J., editor.; Benedict, Mark Q., editor.",1800621175; 9781800621176; 1800621167; 9781800621169; 9781800621152; 1800621159,9781800621176,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851501401,Biotechnology : scientific advancement versus public safety /,"Quintyn, Conrad B., author.",,9789811259265; 9811259267; 9789811259258; 9811259259,9789811259265,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851601401,Seaweed biotechnology : biodiversity and biotechnology of seaweeds and their applications /,,"Thangadurai, Devarajan, 1976- editor.; Sangeetha, Jeyabalan, editor.",1003300855; 9781003300854; 1000608980; 9781000608984; 1000608972; 9781000608977; 9781774910917; 1774910918; 9781774910900; 177491090X,9781003300854,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851701401,Laboratory manual for biotechnology and laboratory science : the basics /,"Seidman, Lisa A., author.","Mowery, Jeanette, author.; Brandner, Diana, author.; Kraus, Mary Ellen, author.",1003360742; 9781003360742; 1000750116; 9781000750119; 1000750124; 9781000750126; 9781032419916; 1032419911; 9781032419930; 1032419938,9781003360742,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851801401,Microbiology of green fuels /,,"Tomás-Pejó, Elia, 1980- editor.; Yousuf, Abu (Chemical engineer), editor.",9781000851229; 1000851222; 9780367773915; 0367773910,9781000851229,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399851901401,Agricultural and kitchen waste : energy and environmental aspects /,,"Tiwari, Amit Kumar, editor.; Pal, Dan Bahadur, editor.",1003245773; 9781003245773; 1000811069; 9781000811063; 1000810992; 9781000810998; 9781032158136; 1032158131; 9781032158129; 1032158123,9781003245773,Biotechnology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bt,nu-bt-Biotechnology,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852001401,"Encyclopaedia of bioinformatics, biotechnology and bio-remediation /","Shukla, R. N., author.",,9789387846173; 9387846172; 9788126157099; 8126157097,9789387846173,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852101401,Practical bioinformatics for beginners : from analyzing raw sequences to applying machine learning methods /,,"Tammi Martti editor. (Martti T.),; Law, Lloyd, editor.",9789811258992; 9811258996; 9789811258985; 9811258988,9789811258992,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852201401,Bioinformatics : a practical guide to next generation sequencing data analysis /,"Ismail, Hamid D., 1967- author.",,100335520X; 9781003355205; 9781032408910; 103240891X; 1000861708; 9781000861709; 9781000861679; 1000861678; 9781032409009; 1032409002,9781003355205,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852301401,Cheminformatics and bioinformatics at the interface with systems biology : bridging chemistry and medicine /,"Kaushik, Aman Chandra, author.","Kumar, Ajay, author.; Sahi, Shakti, author.; Nawab, Sadia, author.; Wei, Dongqing, author.; Mehmood, Aamir, author.",1839166037; 9781839166037; 9781839166044; 1839166045; 9781839161629; 1839161620,9781839166037,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852401401,Ethical issues in AI for bioinformatics and chemoinformatics /,,"Prajapati, Jigna, editor.; Patel, Jayvadan K., editor.; Pathak, Sarvadaman, editor.; Saikia, Surovi, editor.; Pathak, Yashwant, editor.",1003353754; 9781003353751; 1000996042; 9781000996043; 1000996107; 9781000996104; 9781032405827; 1032405821; 9781032396583; 103239658X,9781003353751,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852501401,Bioinformatics and RNA : a practice-based approach /,"Sharma, Dolly, author.","Mittal, Mamta, Ph. D., author.; Singh, Shailendra (Professor in computer science and engineering), author.",1003107737; 9781003107736; 1000428338; 9781000428339; 1000428389; 9781000428384; 9780367620578; 036762057X; 9780367619091; 0367619091,9781003107736,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852701401,Bioinformatics Methods : from omics to next generation sequencing /,"Lin, Shili, author.","Batta, Sujay, author.; Scholtens, Denise, author.",1315153726; 9781315153728; 9781032341835; 1032341831; 9781498765152; 1498765157,9781315153728,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/19/2023,9952399852801401,Introduction to bioinformatics and clinical scientific computing /,"Ganney, Paul, author.",,1003316247; 9781003316244; 1000809684; 9781000809688; 9781000809664; 1000809668; 9781032324135; 1032324139,9781003316244,Bioinformatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-bf,nu-bf-Bioinformatics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397951601401,Atomic and molecular physics : a primer /,"Colombo, Luciano, 1960- author.","Institute of Physics (Great Britain), publisher.",0750357347; 9780750357340; 0750357339; 9780750357333; 9780750357326; 9780750357357; 0750357320; 0750357355,9780750357340,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397951701401,"Torture survivors in analytic therapy : Jung, politics, culture /","Luci, Monica, 1972- author.",,1000583619; 9781000583618; 0367854295; 9780367854294; 9781000583687; 1000583686; 0367426684; 9780367426682; 0367426706; 9780367426705,9781000583618,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397951901401,A unified theory of polarity sensitivity : comparative syntax of Arabic /,"Alqassas, Ahmad, 1982- author.",,019755492X; 9780197554920; 0197554903; 9780197554906; 9780197554883; 0197554881; 019755489X; 9780197554890,9780197554920,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397952001401,The syntax of information-structural agreement /,"Mursell, Johannes, author.",,9789027259738; 9027259739; 9789027209139; 9027209138,9789027259738,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397952101401,Measurements of grammaticalization : developing a quantitative index for the study of grammatical change /,"Correia Saavedra, David, author.",,3110753073; 9783110753073; 9783110753165; 3110753162; 9783110752946; 3110752948,9783110753073,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952397952201401,Diachronic syntax /,"Roberts, Ian G., author.",,0192605887; 9780192605887; 9780198861461; 019886146X,9780192605887,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399552201401,"We refuse to forget : a true story of Black Creeks, American identity, and power /","Gayle, Caleb, author.",,0593329597; 9780593329597; 9780593329580; 0593329589,9780593329597,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-meb,nu-meb - Mills E-Books,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399552301401,"Till we have built Jerusalem : architecture, urbanism, and the sacred /","Bess, Philip, 1952-",,9781932236965; 1932236961; 9781932236972; 193223697X,9781932236965,Architecture,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,NA2543.S6 B47 2006,Yes,01/09/2024,CLOSED,Closed
12/20/2023,9952399552401401,The shadow docket : how the Supreme Court uses stealth rulings to amass power and undermine the republic /,"Vladeck, Stephen I., author.",,1541602633; 9781541602632; 9781541602649; 1541602641,9781541602632,Law,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,KF8748 .V53 2023,Yes,01/09/2024,CLOSED,Closed
12/20/2023,9952399552501401,Nine black robes : inside the Supreme Court's drive to the right and its historic consequences /,"Biskupic, Joan, author.",,0063052784; 9780063052789; 9780063052802; 0063052806,9780063052789,Law,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,KF8742 .B54 2023,Yes,01/09/2024,CLOSED,Closed
12/20/2023,9952399552601401,Introducing Islam /,"Shepard, William E., 1933-",,0415533457; 9780415533454; 0415533422; 9780415533423,9780415533454,Philosophy,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Reserve,3114,3114-Reserve,Snell Campus,Snell Library,slstk,Stacks,BP50 .S485 2014,Yes,01/09/2024,CLOSED,Closed
12/20/2023,9952399650901401,Navigating students' mental health in the wake of Covid-19 : using public health crises to inform research and practice /,,"Badar, Jeanmarie, editor.; Kauffman, James M., editor.",1003264034; 9781003264033; 1000770540; 9781000770544; 9781000770575; 1000770575; 9781032205311; 1032205318; 9781032205281; 1032205288,9781003264033,Human Services,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-hu,nu-hu-Human Services,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399651001401,Successful pathways for the well-being of Black students /,,"Marina, Brenda Louise Hammett, editor.; Khanare, Fumane 1971- editor. (Fumane Portia),",9781668470916; 1668470918; 9781668470947; 1668470942; 9781668470909; 166847090X,9781668470916,Human Services,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-hu,nu-hu-Human Services,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399651101401,"Eastern Europe, the Soviet Union, and Africa : New Perspectives on the Era of Decolonization, 1950s To 1990s /",,"Dallywater, Lena, editor.; Adegar Fonseca, Helder, editor.; Saunders, Chris, editor.",311078775X; 9783110787757,9783110787757,African American Studies,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-gt,nu-gt-Global Studies,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399651301401,Koreatown dreaming : stories and portraits of Korean immigrant life /,"Hahn, Emanuel, author, photographer.",,0762484594; 9780762484591; 9780762484584; 0762484586,9780762484591,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-gt,nu-gt-Global Studies,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399651401401,"Koreatown, Los Angeles : immigration, race, and the ""American dream"" /","Lee, Shelley Sang-Hee, 1975- author.",,1503631834; 9781503631830; 9781503631823; 1503631826; 9781503613737; 1503613739,9781503631830,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-gt,nu-gt-Global Studies,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399752401401,What computers still can't do : a critique of artificial reason /,"Dreyfus, Hubert L.",,9780585330136; 0585330131; 9780262540674; 0262540673; 9780262271998; 0262271990; 0262041340; 9780262041348,9780585330136,Entrepreneurship,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-et,nu-et-Entrepreneurship,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952399752501401,The natural order of money /,"Sebag, Roy, author.",,1915294223; 9781915294227,9781915294227,Entrepreneurship,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-et,nu-et-Entrepreneurship,Snell Campus,Snell Library,slstk,Stacks,HB171 .S43 2023,Yes,02/13/2024,CLOSED,Closed
